clearfilename,background_percentage,crop_percentage,weed_percentage
mask_bonirob_2016-05-09-11-10-10_10_frame143.png,99.62034800500984,0.1845941006569026,0.19505789433325665
mask__2016-05-27-10-26-48_5_frame56.png,90.29734746824118,9.636435089333641,0.06621744242517189
mask_bonirob_2016-04-27-16-07-15_23_frame254.png,99.93202527924751,0.04065703039132991,0.02731769036116862
mask_bonirob_2016-05-04-10-05-47_1_frame102.png,99.85206911535414,0.1479308846458605,0.0
mask_bonirob_2016-05-17-11-42-26_14_frame267.png,97.68686258722491,2.266250031950515,0.04688738082457889
mask_bonirob_2016-05-10-11-29-18_13_frame213.png,99.77355072463769,0.16638230708279017,0.06006696827952866
mask_bonirob_2016-05-10-11-29-18_13_frame209.png,99.83194029087748,0.14745162692022595,0.020608082202285098
mask_bonirob_2016-05-09-11-10-10_10_frame130.png,99.6461480459065,0.24170564629501828,0.1121463077984817
mask_1462265065_680774776.png,99.92986861948214,0.07013138051785395,0.0
mask_bonirob_2016-05-10-11-34-24_14_frame146.png,99.15243271221532,0.8352663394933926,0.012300948291286456
mask_bonirob_2016-05-23-11-07-45_6_frame193.png,98.74514352171357,1.2231455921069447,0.03171088617948521
mask_bonirob_2016-04-28-12-20-29_6_frame47.png,99.88553727986094,0.08978094726886998,0.024681772870178666
mask__2016-05-27-10-26-48_5_frame62.png,90.78962502875547,9.06460074636403,0.14577422488050507
mask_bonirob_2016-05-03-11-16-33_2_frame100.png,99.92867047516806,0.07132952483194029,0.0
mask_bonirob_2016-05-23-10-42-16_1_frame95.png,83.11934475883751,15.263080540858317,1.617574700304169
mask_bonirob_2016-05-05-12-59-07_16_frame157.png,99.79935076553434,0.13922436929683304,0.06142486516882652
mask_1461926267_608064400.png,99.90478746517394,0.08179331850829435,0.013419216317767043
mask_bonirob_2016-05-10-11-39-31_15_frame27.png,99.2660167931907,0.7160909183856045,0.01789228842368939
mask_bonirob_2016-05-18-10-59-09_4_frame119.png,95.8327741993201,4.058673925823684,0.1085518748562227
mask_bonirob_2016-05-23-10-52-28_3_frame148.png,93.36954924213379,4.842180430948547,1.7882703269176699
mask_bonirob_2016-05-05-12-59-07_16_frame167.png,99.85358676481864,0.14641323518135113,0.0
mask_bonirob_2016-05-03-11-16-33_2_frame556.png,99.91964445466861,0.08035554533139075,0.0
mask_bonirob_2016-05-05-13-20-54_20_frame3.png,99.98394486619124,0.016055133808756998,0.0
mask_bonirob_2016-05-02-12-21-51_1_frame207.png,99.9487992996447,0.05120070035528973,0.0
mask_bonirob_2016-05-17-11-42-26_14_frame191.png,93.55094829128645,5.985130230299313,0.46392147841423204
mask_bonirob_2016-04-27-16-27-39_27_frame234.png,99.93306367098637,0.016933772972420318,0.05000255604120338
mask_bonirob_2016-05-03-11-16-33_2_frame467.png,99.77554763182782,0.20216688393016896,0.022285484242005982
mask_bonirob_2016-05-03-11-16-33_2_frame578.png,99.83649323927102,0.1432980599647266,0.02020870076425632
mask_bonirob_2016-05-03-11-16-33_2_frame420.png,99.79511732229123,0.14074201876134243,0.06414065894742223
mask_bonirob_2016-05-06-11-21-29_10_frame153.png,99.72139150883112,0.2482555018786903,0.030352989290187357
mask_1461926261_607966140.png,99.88106420775503,0.118935792244971,0.0
mask_bonirob_2016-05-18-10-59-09_4_frame223.png,95.75840937555914,4.224257470030417,0.017333154410449098
mask_bonirob_2016-04-27-14-19-42_2_frame144.png,99.93985315543287,0.03514556654653273,0.02500127802060169
mask_bonirob_2016-05-18-10-59-09_4_frame99.png,96.81589154717174,3.1841084528282595,0.0
mask_bonirob_2016-05-05-12-59-07_16_frame277.png,99.90231130025816,0.09768869974183984,0.0
mask_bonirob_2016-05-12-10-26-12_6_frame183.png,99.1993200930399,0.6615354139508729,0.13914449300922732
mask_bonirob_2016-05-06-11-21-29_10_frame103.png,99.6919171587046,0.27900787260690646,0.02907496868849526
mask_bonirob_2016-05-09-11-10-10_10_frame171.png,99.34661196738492,0.41990964394346036,0.23347838867162538
mask_bonirob_2016-05-23-11-02-39_5_frame178.png,96.19964598829334,3.6358088592388107,0.16454515246785778
mask_bonirob_2016-05-09-11-10-10_10_frame99.png,99.236782071927,0.25280845027221843,0.5104094778007822
mask_bonirob_2016-05-23-11-02-39_5_frame95.png,98.23337614702349,1.6357864938782811,0.13083735909822866
mask_bonirob_2016-05-10-11-34-24_14_frame174.png,99.8737954655829,0.11382370983820259,0.01238082457889221
mask_1461671427_20265634.png,99.93953365028244,0.06046634971755745,0.0
mask_1462264458_675568880.png,99.98602164966898,0.013978350331007335,0.0
mask_1462264786_677276473.png,99.87723014594995,0.12276985405004728,0.0
mask_bonirob_2016-04-29-12-12-51_17_frame88.png,99.94544449556527,0.054555504434731485,0.0
mask_bonirob_2016-04-27-16-27-39_27_frame269.png,99.97404020652813,0.025959793471870767,0.0
mask_1462265068_680807421.png,99.89783822815224,0.10216177184776218,0.0
mask_bonirob_2016-05-10-11-29-18_13_frame299.png,99.82203563121438,0.1564776474196764,0.021486721365948418
mask_bonirob_2016-05-03-11-16-33_2_frame55.png,99.93697760907907,0.06302239092094165,0.0
mask_1462264424_672859862.png,99.87970631086573,0.12029368913426884,0.0
mask_bonirob_2016-05-23-10-47-22_2_frame198.png,88.56267413030699,11.282685376888276,0.154640492804744
mask_bonirob_2016-05-23-10-42-16_1_frame167.png,89.9492466068553,9.838522096976202,0.21223129616849426
